sample_name,include,habitat_depth_level1,habitat_act_collection,observed_otus,shannon,chao1,ph_cells_per_g_log,PD_whole_tree,goods_coverage,ph_cells_per_g,ph_cells_per_g_log,ph_cells_per_mg,ph_extrapolated_cells_per_60ul_total,ph_extrapolated_cells_per_extra_ln,ph_extrapolated_cells_per_pcr_total,ph_log_reads,ph_r1150,ph_reads_per_mg,ph_total_reads,altitude,anonymized_name,bile_sample,biomass_even,biomass_quartile,climate,collection_substrate,collection_timestamp,collection_year,common_name,condition_factor,conservation_status,control,control_2,control_cell_into_extraction,control_org,depth_high_range_m,depth_low_range_m,depth_m,description,diet,diet_reference,dist_to_dorsal_cm,distance_from_shore_m,distance_from_shore_m_log,dna_extracted,dnaplate_column,dnaplate_row,dnaplate_well_id,elevation,empo_1,empo_2,empo_3,env,env0,env_biome,env_feature,env_material,env_package,evo_distanceto_mackerel_median_mya,evo_timetree_species_name,extraction_cleanup,extraction_date,extraction_lot,extraction_mass_g,extraction_notes,extraction_notes_gill,extraction_plate_name,fish_collection_method,fl_cm,fmp_number,gamma_include,gape_cm,general_location,geo_loc_name,gi_cm,hab_notes,hab_sum,habitat_act_collection,habitat_be,habitat_cp,habitat_depth_level1,habitat_depth_level2,habitat_drf,habitat_dslp,habitat_is,habitat_kbrf,habitat_mdrf,habitat_ms,habitat_os,habitat_p,habitat_ref,habitat_rit,habitat_rst,habitat_sslp,habitat_sz,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_common_name_,host_height,host_height_units,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,include_st,latitude,longitude,mass_g,mass_g_log,max_age,max_kg_grams,max_tl_cm,method_gear,month,name,notes,notes_on_dissection,num_order,number_db,ocean_basin,p_class,p_fam_common,p_family,p_genus,p_genus_species,p_order,pcr_order,physical_specimen_location,physical_specimen_remaining,prey_annelids,prey_arthropods,prey_echinoderms,prey_invertebrate,prey_large_fish,prey_mollusks,prey_phytoplankton_algae,prey_shark_marine_mammal,prey_small_fish,prey_zooplankton,primer_plate,qiita_study_id,radii,ratio_dorsal_to_tl,ratio_gape_to_tl,ratio_gi_to_tl,reproductive_process,salinity_tolerance,salinity_tolerance_migration,sample_type,sample_type_2,sample_type_descriptive,sample_types,scientific_name,sd_or_la,season,sex,sjbg_gill,sjbg_gill_direction,sjbg_gill_number,sjbg_gill_orientation,sjbg_gill_sample,sjbg_gill_tissue,sjbg_gill_type,sourcesink,substrata_collection,substrata_group,swim_acceleration,swim_endurance,swim_mode,swim_performance,taxon_id,title,title_fmp_core,tl_cm,trophic,trophic_likely,type_habitat_nonbay_bol,total_reads,log_total_reads,estimated_biomass_per_pcrrxn,estimated_biomass_per_dnarxn,estimated_cells_per_g,log_estimated_cells_per_g
13414.66.skin,1,mid,SSLP,693,8.171752832,703.2142857,3.613570098,49.09601336,0.980243161,4197,3.622938969,4,558,1.667594892,47,3.61097938,1,30699,4083,Not applicable,66.skin,FALSE,1,2,deep water,soft bottom,3/10/18,2018,rex sole,0.6888,NE,0,0,,0,900,0,300,66.skin,"annelida, crustacea, mollusks, fish",https://agris.fao.org/agris-search/search.do?recordID=AV20120165264,1.5,9790,3.990782692,TRUE,9,b,b9,0,Host-associated,Animal,Animal surface,66skin,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Glyptocephalus zachirus,clearmag beads KF,9/14/20,PS16L1,0.133,high,,FMP101_P3_skin_1.88,trawl,24.7,66,1,1.3,,USA:CA:San Diego,15,"sandy bottom, muddy bottom",1,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.688821182,UBERON:mucus,UBERON:skin of body,rex sole,rex sole,24.7,cm,Missing: not collected,Glyptocephalus zachirus,FMP_66,195612,103.8,grams,1,32.674701,-117.355389,103.8,2.016197354,27,2,60,benthic trawl,3,66.skin,,,546,204,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Pleuronectiformes,642,SIO,Missing: not collected,1,1,,1,,1,,,1,,7,13414,,0.060728745,0.052631579,0.607287449,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Glyptocephalus zachirus,164,winter,F,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,195612,FMP101,1,24.7,3,3,TRUE,4180,3.621176282,45.52400824,546.2880989,4107.429315,3.613570098
13414.74.skin,1,mid,SSLP,65,3.9082585,66.23529412,3.463584937,9.994623007,0.996045198,241,2.382017043,0,35,0.460365926,3,3.265760917,1,153667,1844,Not applicable,74.skin,TRUE,1,1,deep water,soft bottom,3/9/19,2019,north pacific hake,0.6113,LC,0,0,,0,1000,0,328.5,74.skin,invertebrates,fishbase.org,8.8,12130,4.083860801,TRUE,10,b,b10,0,Host-associated,Animal,Animal surface,74skin,skin,marine biome,animal-associated habitat,mucus,host-associated,144,Merluccius productus,clearmag beads KF,9/14/20,PS16L1,0.012,low,,FMP101_P3_skin_1.88,otter trawl,29,74,1,4.5,Trawl2,USA:CA:San Diego,22.2,,1,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.611316472,UBERON:mucus,UBERON:skin of body,North pacific hake,hake,29.2,cm,Missing: not collected,Merluccius productus,FMP_74,89952,152.2,grams,1,32.68916667,-117.3844444,152.2,2.182414652,16,1.2,91,benthic trawl,3,74.skin,,,554,289,Eastern Pacific,Actinopterygii,merluccid hakes,Merlucciidae,Merluccius,Merluccius productus,Gadiformes,650,SIO,Missing: not collected,,,,1,,,,,,,7,13414,,0.301369863,0.154109589,0.760273973,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Merluccius productus,248,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,1,3,Labriform,generalist,89952,FMP101,1,29.2,2,2,TRUE,1905,3.27989498,2.907936622,34.89523946,2907.936622,3.463584937
13414.75.skin,1,mid,SSLP,2621,9.578595604,2694.40708,7.665715175,165.0298605,0.988645755,4222164,6.625535098,4222,1013319,4.926565103,84443,4.542912526,1,1745350,34907,Not applicable,75.skin,FALSE,3,4,deep water,soft bottom,3/9/19,2019,bigfin eelpout,0.3907,NE,0,0,,0,620,73,328.5,75.skin,"copepods, euphasids",https://www.calacademy.org/sites/default/files/assets/docs/zoarcidae.pdf; MS Love,5.4,12130,4.083860801,TRUE,10,c,c10,0,Host-associated,Animal,Animal surface,75skin,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Lycodes terraenovae,clearmag beads KF,9/14/20,PS16L1,0.02,high,,FMP101_P3_skin_1.88,otter trawl,22,75,1,2.7,Trawl2,USA:CA:San Diego,13,muddy bottoms,4,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:skin,0.390683696,UBERON:mucus,UBERON:skin of body,bigfin eelpout,bigfin eelpout,22,cm,Missing: not collected,Lycodes cortezianus,FMP_75,57818,41.6,grams,1,32.68916667,-117.3844444,41.6,1.619093331,,,50,benthic trawl,3,75.skin,,,555,127,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lycodes,Lycodes cortezianus,Perciformes,651,SIO,Missing: not collected,,,,,,,,,,,7,13414,,0.245454545,0.122727273,0.590909091,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Lycodes cortezianus,87,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,57818,FMP101,1,22,2,2,TRUE,34971,4.543708051,77190.51246,926286.1496,46314307.48,7.665715175
13414.76.skin,1,mid,SSLP,978,8.307473479,1012.444444,6.552757532,63.31766212,0.987243596,298908,5.475537539,299,25108,3.32063507,2092,4.083681747,1,1732143,12125,Not applicable,76.skin,FALSE,2,3,deep water,soft bottom,3/9/19,2019,bearded eelpout,0.2196,NE,0,0,,0,373,82,328.5,76.skin,,fishbase.org,2.5,12130,4.083860801,TRUE,10,d,d10,0,Host-associated,Animal,Animal surface,76skin,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Lycodes,clearmag beads KF,9/14/20,PS16L1,0.007,all tissue used,,FMP101_P3_skin_1.88,otter trawl,10.7,76,1,0.7,Trawl2,USA:CA:San Diego,5,"mud, sandy bottom",2,SSLP,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:skin,0.219584129,UBERON:mucus,UBERON:skin of body,bearded eelpout,bearded eelpout,10.7,cm,Missing: not collected,Lyconema barbatum,FMP_76,320593,2.69,grams,1,32.68916667,-117.3844444,2.69,0.42975228,,,17,benthic trawl,3,76.skin,,,556,173,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lyconema,Lyconema barbatum,Perciformes,652,SIO,Missing: not collected,,,,,,,,,,,7,13414,,0.23364486,0.065420561,0.46728972,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Lyconema barbatum,133,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,320593,FMP101,1,10.7,Unknown,2,TRUE,12460,4.095518042,2082.928325,24995.1399,3570734.272,6.552757532
13414.77.skin,1,mid,SSLP,145,5.504982584,154.8571429,3.9852929,14.85310908,0.990295188,828,2.918030337,1,97,0.909172253,8,3.394101302,1,252857,2478,Not applicable,77.skin,FALSE,1,1,deep water,soft bottom,3/9/19,2019,ca smoothtongue,0.577,NE,0,0,,0,850,25,328.5,77.skin,"salp, tunicates, krill, copepods",http://calcofi.org/publications/calcofireports/v31/Vol_31_Cailliet___Ebeling.pdf,2.8,12130,4.083860801,TRUE,10,e,e10,0,Host-associated,Animal,Animal surface,77skin,skin,marine biome,animal-associated habitat,mucus,host-associated,199,Argentina sialis,clearmag beads KF,9/14/20,PS16L1,0.0098,all tissue used,,FMP101_P3_skin_1.88,otter trawl,5.3,77,1,0.7,Trawl2,USA:CA:San Diego,3,deep sea,3,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:skin,0.577009767,UBERON:mucus,UBERON:skin of body,CA smoothtongue,CA smoothtongue,5.5,cm,Missing: not collected,Leuroglossus stilbius,FMP_77,301819,0.96,grams,1,32.68916667,-117.3844444,0.96,-0.017728767,,,15,benthic trawl,3,77.skin,,,557,,Eastern Pacific,Actinopterygii,deep-sea smelts,Bathylagidae,Leuroglossus,Leuroglossus stilbius,Argentiniformes,653,SIO,Missing: not collected,,1,,1,,,,,,1,7,13414,,0.509090909,0.127272727,0.545454545,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Leuroglossus stilbius,na,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Subcarangiform,generalist,301819,FMP101,1,5.5,2,2,TRUE,2534,3.403806611,7.894738151,94.73685781,9667.026307,3.9852929
13414.81.skin,1,mid,SSLP,57,1.279170933,58.07142857,7.738213336,9.677460424,0.999876233,55093841,7.741103051,55094,3195443,5.425349796,266287,4.685544694,1,835828,48478,Not applicable,81.skin,FALSE,3,4,deep water,soft bottom,3/10/18,2018,pacific hagfish,0.1944,DD,0,0,,0,966,16,300,81.skin,"scavenger, eats fish from inside out",fishbase.org,NA,9790,3.990782692,TRUE,11,a,a11,0,Host-associated,Animal,Animal surface,81skin,skin,marine biome,animal-associated habitat,mucus,host-associated,599,Eptatretus burgeri,clearmag beads KF,9/14/20,PS16L1,0.058,high,,FMP101_P3_skin_1.88,otter trawl,35.3,81,1,1.1,trawl,USA:CA:San Diego,38,,1,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.194375713,UBERON:mucus,UBERON:skin of body,pacific hagfish,pacific hagfish,35.3,cm,Missing: not collected,Eptatretus stoutii,FMP_81,7765,85.5,grams,1,32.674701,-117.355389,85.5,1.931966115,,,63.5,benthic trawl,3,81.skin,,,561,244,Eastern Pacific,Myxini,hagfishes,Myxinidae,Eptatretus,Eptatretus stoutii,Myxiniformes,657,SIO,Missing: not collected,,,,1,,,,,1,,7,13414,,nan,0.031161473,1.076487252,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Eptatretus stoutii,203,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Anguilliform,burrowing,7765,FMP101,1,35.3,3,3,TRUE,49718,4.69651365,264520.9562,3174251.474,54728473.69,7.738213336
13414.82.skin,1,mid,SSLP,685,5.032962494,692.8714286,6.35606358,61.81446728,0.996180441,2490291,6.396250099,2490,60514,3.702675087,5043,4.192929679,1,641687,15593,Not applicable,82.skin,FALSE,3,4,deep water,soft bottom,3/10/18,2018,black eelpout,0.3291,NE,0,0,,0,844,146,300,82.skin,"euphausiids, shrimp",MS Love. Everything you wanted to know about the fishes of the west coast. 2011,6.5,9790,3.990782692,TRUE,11,b,b11,0,Host-associated,Animal,Animal surface,82skin,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Lycodes diapterus,clearmag beads KF,9/14/20,PS16L1,0.0243,low,,FMP101_P3_skin_1.88,otter trawl,24.7,82,1,2.1,trawl,USA:CA:San Diego,16.5,muddy bottoms,4,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:skin,0.329147694,UBERON:mucus,UBERON:skin of body,black eelpout,black eelpout,24.7,cm,Missing: not collected,Lycodes diapterus,FMP_82,215426,49.6,grams,1,32.674701,-117.355389,49.6,1.695481676,,,39,benthic trawl,3,82.skin,,,562,100,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lycodes,Lycodes diapterus,Perciformes,658,SIO,Missing: not collected,,1,,,,,,,,,7,13414,,0.263157895,0.085020243,0.668016194,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Lycodes diapterus,60,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,215426,FMP101,1,24.7,2,2,TRUE,15622,4.193736633,4597.149292,55165.79151,2270197.181,6.35606358
13414.100.s,1,shallow,BE,210,5.782748764,214.8837209,4.128076702,28.36974433,0.993221433,13597,4.133443098,14,337,1.448717795,28,3.548389418,1,142540,3535,Not applicable,100.s,FALSE,2,2,subtropical,soft bottom,8/20/20,2020,longjaw mudsucker,0.8914,LC,0,0,,3,5,0,1,100.s,"crustaceans, worms",https://biogeodb.stri.si.edu/sftep/en/thefishes/species/2088,4.2,30,1.477121255,TRUE,5,d,d5,0,Host-associated,Animal,Animal surface,100s,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Gillichthys mirabilis,clearmag beads KF,9/14/20,PS16L1,0.0248,,,plate5_89-103_gill.skin.mg.hg,hook and line,12,100,1,2,,USA:CA:San Diego,13.4,"mud, sandy bottom, ",1,BE,1,0,shallow,intertidal,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.891435185,UBERON:mucus,UBERON:skin of body,longjaw mudsucker,longjaw mudsucker,12,cm,Missing: not collected,Gillichthys mirabilis,FMP_100,8222,15.404,grams,1,32.787057,-117.208794,15.404,1.18763351,2,,21,rod and reel,8,100.s,,,36,334,Eastern Pacific,Actinopterygii,gobies,Gobiidae,Gillichthys,Gillichthys mirabilis,Gobiiformes,20,SIO,Missing: not collected,1,1,,1,,,,,,,1,13414,,0.35,0.166666667,1.116666667,oviparous,brackish,brackish,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Gillichthys mirabilis_,293,summer,Unknown,,,,,,,,sink,sandy mud bottom,soft bottom,3,1,Cottiform,accelerator,8222,FMP101,1,12,2,2,FALSE,3629,3.559786968,27.75537737,333.0645284,13430.02131,4.128076702
13414.101.s,1,shallow,BE,245,5.141588229,250.2419355,4.290239489,22.55934504,0.995492372,21537,4.333185208,22,1936,2.207761228,161,3.765445018,1,64816,5827,Not applicable,101.s,FALSE,2,2,subtropical,soft bottom,8/20/20,2020,diamond turbot,1.3893,LC,0,0,,3,50,1,1,101.s,"polychaetes,  bivalves",fishbase.org,1,5,0.698970004,TRUE,5,e,e5,0,Host-associated,Animal,Animal surface,101s,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Hypsopsetta guttulata,clearmag beads KF,9/14/20,PS16L1,0.0899,,,plate5_89-103_gill.skin.mg.hg,hook and line,14.7,101,1,0.7,,USA:CA:San Diego,23,,1,BE,1,0,shallow,neritic,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,1.389254855,UBERON:mucus,UBERON:skin of body,diamond turbot,diamond turbot,14.7,cm,Missing: not collected,Hypsopsetta guttulata,FMP_101,320378,44.13,grams,1,32.769594,-117.248478,44.13,1.644733927,9,,46,rod and reel,8,101.s,,,37,284,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Hypsopsetta,Hypsopsetta guttulata,Pleuronectiformes,21,SIO,Missing: not collected,1,,,,,1,,,,,1,13414,,0.068027211,0.047619048,1.56462585,oviparous,marine,oceanodromous,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Hypsopsetta guttulata,243,summer,Unknown,,,,,,,,sink,sandy mud bottom,soft bottom,1,3,Plueronectiform,flow refuging,320378,FMP101,1,14.7,2,2,FALSE,5833,3.765891976,146.1564328,1753.877194,19509.20127,4.290239489
13414.14.skin,1,shallow,BE,935,8.024535379,944.3684211,4.795245273,72.73066179,0.986307692,63947,4.805820175,64,3133,2.416833937,261,3.825231323,1,136469,6687,Not applicable,14.skin,FALSE,2,3,subtropical,soft bottom,6/4/19,2019,gray smooth-hound shark,0.2909,LC,0,0,,0,200,0,3,14.skin,"fish, crabs, ghost shrimp, innkeeper, worms, ",fishbase.org,22.3,315,2.498310554,TRUE,2,f,f2,0,Host-associated,Animal,Animal surface,14skin,skin,marine biome,animal-associated habitat,mucus,host-associated,465,Mustelus stevensi,clearmag beads KF,9/14/20,PS16L1,0.049,,,FMP101_P3_skin_1.88,HSW gillnet survey,71.2,14,1,2.7,Mission bay,USA:CA:San Diego,49.5,,2,BE,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.290903749,UBERON:mucus,UBERON:skin of body,gray smooth-hound shark,grey smoothound shark,71.2,cm,Missing: not collected,Mustelus californicus,FMP_14,320419,1050,grams,1,32.788406,-117.246274,1050,3.021189299,9,,116,gillnet,6,14.skin,,not sure about lat long,494,331,Eastern Pacific,Chondrichthyes,houndsharks,Triakidae,Mustelus,Mustelus californicus,Carcharhiniformes,590,SIO,Missing: not collected,1,1,,,,,,,1,,7,13414,,0.313202247,0.037921348,0.695224719,viviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Mustelus californicus,290,spring,M,,,,,,,,sink,sandy mud bottom,soft bottom,2,3,Carcharhiniform,crusier sprinter,320419,FMP101,1,71.2,3,3,TRUE,6837,3.83486558,254.835605,3058.027261,62408.7196,4.795245273
13414.15.skin,1,shallow,BE,35,2.225133389,35.125,4.344741728,6.76025939,0.999759152,22499,4.352163216,22,6682,2.74574783,557,3.919287341,1,27960,8304,Not applicable,15.skin,TRUE,2,2,subtropical,soft bottom,6/4/19,2019,leopard shark,0.4834,LC,0,0,,0,156,0,3,15.skin,"crabs, shrimps, bony fish, worms",fishbase.org,25,52,1.716003344,TRUE,2,g,g2,0,Host-associated,Animal,Animal surface,15skin,skin,marine biome,animal-associated habitat,mucus,host-associated,465,Mustelus antarcticus,clearmag beads KF,9/14/20,PS16L1,0.297,high,,FMP101_P3_skin_1.88,HSW gillnet survey,82.9,15,1,3.2,Mission bay,USA:CA:San Diego,52,,2,BE,0,0,shallow,neritic,0,0,1,1,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.483392986,UBERON:mucus,UBERON:skin of body,leopard shark,leopard shark,82.9,cm,Missing: not collected,Triakis semifasciata,FMP_15,30493,2754,grams,1,32.770985,-117.242299,2754,3.439963936,30,,198,gillnet,6,15.skin,,,495,328,Eastern Pacific,Chondrichthyes,houndsharks,Triakidae,Triakis,Triakis semifasciata,Carcharhiniformes,591,SIO,Missing: not collected,1,1,,,,,,,1,,7,13414,,0.301568154,0.038600724,0.627261761,ovoviviparous,brackish,brackish,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Triakis semifasciata,287,spring,F,,,,,,,,sink,sandy mud bottom,soft bottom,2,3,Carcharhiniform,crusier sprinter,30493,FMP101,1,82.9,3,3,TRUE,8506,3.929725378,547.4152994,6568.983592,22117.78987,4.344741728
13414.35.skin,1,shallow,BE,892,5.958279449,900.2536232,5.563464223,73.77497013,0.996051103,396915,5.598697512,397,87321,3.861938881,7277,4.238472657,1,78714,17317,Not applicable,35.skin,TRUE,2,3,subtropical,rock associated,8/2/19,2019,spotted sand bass,1.3922,LC,0,0,,0,61,0,3,35.skin,"small fish, benthic crustaceans",fishbase.org,9,5,0.698970004,TRUE,5,c,c5,0,Host-associated,Animal,Animal surface,35skin,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Paralabrax,clearmag beads KF,9/14/20,PS16L1,0.22,high,,FMP101_P3_skin_1.88,spear,31,35,0,4.1,MB jetty,USA:CA:San Diego,68.5,,1,BE,1,0,shallow,neritic,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,1.392245547,UBERON:mucus,UBERON:skin of body,spotted sand bass,Spotted bay bass,31.7,cm,Missing: not collected,Paralabrax maculatofasciatus,FMP_35,147646,443.5,grams,1,32.760464,-117.245347,443.5,2.646893624,20,0.9,60,spear,8,35.skin,,,515,341,Eastern Pacific,Actinopterygii,"Sea basses, groupers, and fairy basslets",Serranidae,Paralabrax,Paralabrax maculatofasciatus,Perciformes,611,SIO,Missing: not collected,,1,,,,,,,1,,7,13414,,0.283911672,0.129337539,2.160883281,oviparous,brackish,brackish,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Paralabrax maculatofasciatus,300,summer,Unknown,,,,,,,,sink,rocky reef,soft bottom,2,2,Subcarangiform,generalist,147646,FMP101,1,31.7,3,3,FALSE,17404,4.240649075,6709.739469,80516.87363,365985.7892,5.563464223
13414.37.skin,1,shallow,BE,142,6.129235641,149.7,1.749749758,15.13815831,0.984647592,60,1.77815125,0,17,0.147803281,1,3.176380692,1,5304,1501,Not applicable,37.skin,TRUE,1,1,subtropical,soft bottom,6/4/19,2019,california flounder,0.8889,LC,0,0,,0,183,0,3,37.skin,"fish, squid",fishbase.org,2.8,100,2,TRUE,5,e,e5,0,Host-associated,Animal,Animal surface,37skin,skin,marine biome,animal-associated habitat,mucus,host-associated,116,Paralichthys californicus,clearmag beads KF,9/14/20,PS16L1,0.283,high,,FMP101_P3_skin_1.88,HSW gillnet survey,44,37,1,5.3,mission bay site 3,USA:CA:San Diego,24.5,,2,BE,1,0,shallow,neritic,0,0,1,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.888888889,UBERON:mucus,UBERON:skin of body,California flounder,CA halibut,45,cm,Missing: not collected,Paralichthys californicus,FMP_37,319776,810,grams,1,32.776937,-117.243164,810,2.908485019,30,33,152,gillnet,6,37.skin,,not sure about lat long,517,281,Eastern Pacific,Actinopterygii,large tooth flounders,Paralichthyidae,Paralichthys,Paralichthys californicus,Pleuronectiformes,613,SIO,Missing: not collected,,,,,,1,,,1,,7,13414,,0.062222222,0.117777778,0.544444444,oviparous,marine,oceanodromous,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Paralichthys californicus,240,spring,Unknown,,,,,,,,sink,sandy mud bottom,soft bottom,1,3,Plueronectiform,flow refuging,319776,FMP101,1,45,3,3,FALSE,1522,3.182414652,1.325424358,15.90509229,56.20173954,1.749749758
13414.40.skin,1,shallow,BE,455,5.335098829,469.5588235,5.459484635,46.50479746,0.994423038,24519,4.389502754,25,13534,3.05225677,1128,4.006936451,1,220891,10161,Not applicable,40.skin,FALSE,2,2,subtropical,soft bottom,7/24/20,2019,california anchovy,0.6248,LC,0,0,,0,219,0,5,40.skin,"euphausiids, copepods, decapod larvae",fishbase.org,6.1,195,2.290034611,TRUE,5,h,h5,0,Host-associated,Animal,Animal surface,40skin,skin,marine biome,animal-associated habitat,mucus,host-associated,224,Engraulis mordax,clearmag beads KF,9/14/20,PS16L1,0.046,,,FMP101_P3_skin_1.88,bait barge,12.4,40,1,2.3,bay and estuary,USA:CA:San Diego,8,,1,BE,0,1,shallow,neritic,0,0,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:skin,0.624830775,UBERON:mucus,UBERON:skin of body,California anchovy,Northern anchovy,13.3,cm,Missing: not collected,Engraulis mordax,FMP_40,239368,14.7,grams,1,32.762464,-117.239009,14.7,1.167317335,7,0.068,24.8,net,7,40.skin,,,520,323,Eastern Pacific,Actinopterygii,anchovies,Engraulidae,Engraulis,Engraulis mordax,Clupeiformes,616,SIO,Missing: not collected,,1,,,,,,,,,7,13414,,0.458646617,0.172932331,0.601503759,oviparous,marine,marine,fish skin,s,skin swab,"gill, fin, skin, MG, HG",Engraulis mordax_,282,summer,Unknown,,,,,,,,sink,sandy mud bottom,pelagic,2,2,Carangiform,crusier sprinter,239368,FMP101,1,13.3,2,2,TRUE,10394,4.016782712,1104.234269,13250.81122,288061.1136,5.459484635
